,participant_ID,stim_id,condition,freq_category,word,subtlex_log10freq,stim_duration,start_time,end_time,key,reaction_time
0,11,18,rw,LF,deun,0.6021,0.4665532879818594,6.812496699974872,10.543043399986345,m,3.730546700011473
1,11,68,rw,HF,soort,3.9872,0.6407256235827664,12.094545700005256,13.98290189995896,z,1.888356199953705
2,11,146,nw,NW,gewunnen,0.0,0.5544671201814059,15.52670049999142,16.876220699981786,m,1.3495201999903657
3,11,104,nw,NW,goont,0.0,0.6195918367346939,18.425723899970762,19.709303099953104,m,1.2835791999823414
4,11,40,rw,LF,topaas,0.7782,0.75421768707483,21.25798949995078,22.402304099989124,z,1.1443146000383422
5,11,103,nw,NW,brum,0.0,0.34328798185941045,23.94073869998101,24.921681999985594,m,0.9809433000045829
6,11,107,nw,NW,gals,0.0,0.6466213151927438,26.473045099992305,27.758940599975176,z,1.2858954999828711
7,11,89,rw,HF,geweest,4.3568,0.7779138321995465,29.3051042999723,30.395651999977417,z,1.0905477000051178
8,11,145,nw,NW,bezans,0.0,0.7936507936507936,31.937828699999955,33.23703019996174,m,1.2992014999617822
9,11,54,rw,HF,baby,3.8221,0.4545578231292517,34.78727369999979,35.67899529996794,z,0.8917215999681503
10,11,119,nw,NW,doppel,0.0,0.39312925170068025,37.219721799949184,38.17727499996545,m,0.9575532000162639
11,11,116,nw,NW,plenk,0.0,0.45687074829931973,39.71874799998477,40.67342429998098,m,0.9546762999962084
12,11,46,rw,LF,lijsters,0.9031,0.7591836734693878,42.21738269994967,43.253123299975414,z,1.035740600025747
13,11,169,nw,NW,plin,0.0,0.31798185941043083,44.800428899994586,45.59618120000232,m,0.7957523000077344
14,11,4,rw,LF,polders,0.301,0.5961451247165533,47.132727699994575,47.956171299971174,z,0.8234435999765992
15,11,129,nw,NW,grantel,0.0,0.613718820861678,49.49847180000506,50.46635519998381,m,0.9678833999787457
16,11,37,rw,LF,rogge,0.7782,0.4180952380952381,52.01412769994931,53.196412099990994,z,1.1822844000416808
17,11,101,nw,NW,millag,0.0,0.5752380952380952,54.74668329994893,55.70777310000267,m,0.9610898000537418
18,11,157,nw,NW,udel,0.0,0.35630385487528343,57.24592459999258,58.11658449994866,m,0.8706598999560811
19,11,118,nw,NW,prookt,0.0,0.6648299319727892,59.66174179996597,60.76908379996894,m,1.1073420000029728
20,11,152,nw,NW,grede,0.0,0.5429478458049887,62.31143509998219,63.3252626999747,z,1.01382759999251
21,11,43,rw,LF,stengels,0.8451,0.7586621315192744,64.8768234999734,66.69585749995895,z,1.8190339999855496
22,11,136,nw,NW,kumus,0.0,0.5232653061224489,68.24192439997569,69.66739969997434,m,1.4254752999986522
23,11,32,rw,LF,suste,0.699,0.6104761904761905,71.20783219998702,72.4915914000012,z,1.283759200014174
24,11,45,rw,LF,grief,0.9031,0.5177777777777778,74.04034459998365,75.16961789998459,m,1.129273300000932
25,11,2,rw,LF,hese,0.301,0.5392290249433107,76.70600639999611,78.06008639995707,m,1.354079999960959
26,11,178,nw,NW,gimmel,0.0,0.4918140589569161,79.60502249997808,81.04882249998627,m,1.4438000000081956
27,11,148,nw,NW,kadders,0.0,0.5390929705215419,82.58730479999213,83.72369489999255,z,1.1363901000004262
28,11,113,nw,NW,vroel,0.0,0.5116326530612245,85.26989789999789,86.48055719997501,z,1.2106592999771237
29,11,139,nw,NW,stodeum,0.0,0.6441043083900226,88.01949360000435,89.56563149997965,m,1.5461378999752924
30,11,158,nw,NW,rufel,0.0,0.5402267573696146,91.11790289997589,92.51107979996596,z,1.3931768999900669
31,11,128,nw,NW,kandola,0.0,0.5002040816326531,94.05056699999841,95.63437899999553,z,1.583811999997124
32,11,86,rw,HF,idee,4.3247,0.4575056689342404,97.18222979997518,98.14481489994796,z,0.9625850999727845
33,11,121,nw,NW,nammer,0.0,0.3958503401360544,99.68148619995918,100.5807719999575,m,0.8992857999983244
34,11,28,rw,LF,klavier,0.699,0.6192970521541951,102.13070419995347,103.17535039997892,z,1.0446462000254542
35,11,122,nw,NW,bluit,0.0,0.7464399092970522,104.71336699998938,105.979571999982,m,1.266204999992624
36,11,19,rw,LF,etui,0.6021,0.4205895691609977,107.52901820000261,108.61646069999551,z,1.0874424999929033
37,11,80,rw,HF,eigen,4.1922,0.48201814058956916,110.16181899997173,111.30784339999082,z,1.146024400019087
38,11,195,nw,NW,pirrel,0.0,0.36115646258503403,112.8441024000058,113.75115259998711,m,0.9070501999813132
39,11,81,rw,HF,krijg,4.214,0.5826757369614513,115.29321199998958,116.58459009998478,m,1.2913780999951996
40,11,47,rw,LF,venkel,0.9031,0.5343537414965986,118.12555070000235,119.12319939996814,z,0.9976486999657936
41,11,179,nw,NW,monen,0.0,0.47888888888888886,120.6748598999693,121.92661520000547,m,1.2517553000361659
42,11,137,nw,NW,smaan,0.0,0.5507256235827664,123.47358759999042,124.88987590000033,m,1.41628830000991
43,11,79,rw,HF,uur,4.1832,0.33049886621315194,126.43920119997347,127.21698669996113,z,0.7777854999876581
44,11,22,rw,LF,spurt,0.6021,0.6664625850340136,128.75521029997617,130.3795959999552,z,1.6243856999790296
45,11,133,nw,NW,gefruld,0.0,0.88281179138322,131.92069050000282,133.65758159995312,m,1.7368910999502987
46,11,131,nw,NW,rogenten,0.0,0.6747845804988662,135.2029099999927,136.7729943000013,m,1.5700843000086024
47,11,94,rw,HF,gedaan,4.5868,0.6245578231292517,138.3186493999674,139.358835299965,z,1.0401858999975957
48,11,38,rw,LF,sfinxen,0.7782,0.6166213151927438,140.901172199985,142.2715321999858,z,1.370360000000801
49,11,5,rw,LF,ponten,0.301,0.4158956916099773,143.81674189999467,145.09802380000474,z,1.2812819000100717
50,11,186,nw,NW,brad,0.0,0.4661451247165533,146.64908569998806,147.76531299995258,z,1.116227299964521
51,11,149,nw,NW,leumen,0.0,0.4952834467120181,149.31488399999216,150.54590749996714,m,1.231023499974981
52,11,189,nw,NW,trorg,0.0,0.5636507936507936,152.0971798999817,153.1450429999968,m,1.0478631000150926
53,11,180,nw,NW,kijs,0.0,0.5234920634920635,154.69619960000273,156.34896159998607,z,1.6527619999833405
54,11,130,nw,NW,bralat,0.0,0.6841950113378685,157.89538229996106,159.3554077000008,m,1.46002540003974
55,11,53,rw,HF,boek,3.8196,0.4394104308390023,160.89412119996268,161.69563390000258,z,0.8015127000398934
